2015-06-08;2020-06-08;100.000000;3.810000;12;1;1000000;104.2569;1322;150313;T;T00508
2012-02-21;2019-02-21;100.000000;2.200000;12;2;200000;99.4694;1342;120208;A;T00005
2007-07-24;2017-07-24;100.000000;2.390000;12;2;200000;100.6298;1342;070214;H;T00003
2007-08-20;2017-08-20;100.000000;4.130000;12;1;500000;102.2056;2142;070215;H;T00003
2008-11-25;2018-11-25;100.000000;3.420000;12;1;6000000;104.3095;2142;080220;H;SX
2016-03-09;2017-03-09;100.000000;2.290000;0;0;1000000;101.5427;2142;160209;T;T01106
2015-03-10;2018-03-10;100.000000;3.830000;12;1;2000000;104.2229;2352;150406;A;T00005
2013-02-01;2020-02-01;100.000000;3.470000;3;2;1300000;100.8476;1382;130213;H;T00003
2015-03-24;2020-03-24;100.000000;4.100000;12;1;3000000;106.0383;1322;150306;A;T00005
2010-08-16;2040-08-16;100.000000;3.960000;6;1;600000;112.6386;1232;100026;H;T00003
2013-05-23;2023-05-23;100.000000;3.380000;6;1;1600000;104.8681;1232;130011;H;T00003
2013-08-22;2023-08-22;96.150000;4.080000;6;1;600000;108.4948;1232;130018;H;T00003
2015-10-20;2022-10-20;100.000000;3.590000;12;1;12000000;101.6158;2152;1562011;H;T00003
2013-06-17;2018-06-17;100.000000;3.660000;12;1;400000;103.4338;1232;139102;A;T00005
2013-07-24;2023-07-24;100.000000;4.970000;12;1;500000;111.8422;2122;1380241;H;T00003
2009-12-24;2016-12-24;100.000000;4.800000;12;1;2500000;104.4847;2022;0980184;H;SX
2014-04-08;2024-04-08;100.000000;5.670000;12;1;1000000;118.4420;2142;140211;H;T00003
2015-06-08;2018-06-08;100.000000;3.530000;12;1;1000000;102.6539;1322;150312;A;T00005
2015-06-08;2018-06-08;100.000000;3.530000;12;1;1500000;102.6539;1322;150312;A;T00606
2012-01-11;2017-01-11;100.000000;5.710000;12;1;300000;105.1864;1082;1282007;T;T00508
2013-05-24;2018-05-24;100.000000;5.500000;12;1;1000000;105.8198;1832;1382275;H;T00003
2015-06-08;2020-06-08;100.000000;3.810000;12;1;3000000;104.2569;1322;150313;A;T00005
2016-02-22;2021-02-22;100.000000;3.070000;12;1;1000000;102.1362;1322;160302;A;T00005
2014-01-20;2021-01-20;100.000000;5.900000;12;1;1000000;115.8562;2352;140403;H;T00003
